tract,total_tract_vehicles,total_tract_households
06001421700,2085.286308598937,1244.1272679636706
06001421800,1188.368123100397,718.7496323059468
06001421900,2495.0872847643464,1558.3748620867657
06001422000,1209.805893143228,829.9864123694248
06001422100,1701.9533646193986,964.8761287824223
06001422200,1941.9428811766588,1344.0558081314273
06001422300,1934.4731131496587,1275.3334828390466
06001422400,1887.4133651065945,1395.3679413879938
06001422500,1390.4558089968905,1005.8449839813005
06001422600,56.47672682577523,24.679341682248964
06001422700,922.8667985105869,652.613439388011
06001422800,650.5041534056311,508.5609218185949
06001422900,1219.9522243385568,909.6620292483495
06001423000,2827.5867462365854,1545.0967823617339
06001423100,2423.678726990575,1492.4718697024227
06001423200,1444.789304726134,925.7732968178791
06001423300,2073.7354307961077,1273.2385972551608
06001423400,2939.754929665227,1712.7150792042107
06001423500,1617.486013226543,1033.945438063574
06001423601,1514.3468246801367,990.8591646718444
06001423602,2141.289364496024,1356.9136079735508
06001423700,1771.293240969099,1045.5082322713956
06001423800,2074.543303651427,1158.69521122174
06001423901,1001.494508214127,645.4117254873586
06001423902,889.8107459423696,568.7248922926706
06001424001,1960.8841357137005,1162.3753962179564
06001424002,1417.9042684853835,778.637393602526
06001425101,1296.9275518941554,1006.950007010459
06001425102,2500.0897444674492,1780.2057046313284
06001425103,1908.592103872749,1316.711498771408
06001425104,2301.7661412225652,1531.8316930830433
06001426100,4643.989073231821,1963.636955982279
06001426200,3219.859105898114,1520.1315268572653
06001427100,2541.9744307554383,1311.7091186416683
06001427200,2624.348429351649,1463.2086046910888
06001427300,3319.939175499914,1874.9915603378454
06001427600,2580.2705134143102,1574.5095427866681
06001427700,3316.4960581299647,1951.1534086428533
06001427800,3241.8061496177056,1764.0101794817042
06001427900,3522.5675889743397,1966.6590532522835
06001428000,1507.3346169699776,1052.7312682420043
06001428100,3246.3542585184355,1779.6186412364095
06001428200,4687.213349755162,2499.203494913328
06001428301,5070.995360343307,2384.035910340434
06001428302,5139.976077612078,2229.5192482023294
06001428400,2947.915512393938,1777.4972401164896
06001428500,2056.6677075246957,1182.004153364552
06001428600,2268.3519495356986,1421.8620224143447
06001428700,2067.874537126759,1043.9922155642714
06001430101,5183.336044548704,2009.1913573224922
06001430102,2136.016237521379,865.2223658063555
06001430200,5674.0350883708525,2241.4204234989566
06001430300,3264.8710879863797,1293.732877385805
06001430400,1638.4449280950719,679.1450490920998
06001430500,3880.097050611614,1914.3208843413872
06001430600,4927.799088255658,2066.452699072096
06001430700,3009.812932183736,1337.5966674989809
06001430800,4132.065044031604,2025.4391757682135
06001430900,3211.410285514801,1774.3789592748526
06001431000,1756.0488442534422,997.9985040367505
06001431100,2430.3424527828693,1221.0513352037603
06001431200,4327.106327328367,2272.9359080703434
06001432100,2788.2649775359328,1369.5851901402646
06001432200,3079.778057598846,1473.4558509736312
06001432300,3313.938049847629,1505.3340939626928
06001432400,4160.818511965114,1776.8767140850648
06001432501,2837.7023396894074,1323.7124723469851
06001432502,3204.595491346109,1480.5799236548457
06001432600,4209.520640682084,2668.0905725922626
06001432700,2006.0695908451705,1009.4337164888819
06001432800,3060.565715128639,1394.5772706372472
06001433000,2796.277413945836,1314.758877593891
06001433102,2755.8877391898427,1323.4574330283756
