tract,total_tract_vehicles,total_tract_households
06037297202,2590.926031848438,1306.0771844718276
06037297300,1469.696156139096,728.9846203052392
06037297400,2927.845027521901,1468.7455793848424
06037297500,4135.295854670653,1835.8404717910644
06037297601,1862.733565867836,1154.403263578748
06037297602,2761.681512854426,1626.797667932223
06037300100,4827.579831353521,1907.7871036118781
06037300200,3989.065844293893,1774.3876261457972
06037300301,4522.490325558496,1973.340210513346
06037300400,4333.1971547037465,2058.7125129343917
06037300501,2300.3647223435523,1024.4875388216342
06037300502,4251.323949263375,2378.7613467331316
06037300600,6092.0083826687505,3179.0158628297972
06037300701,4268.604017717929,1893.9881550488071
06037300702,4326.230381449728,1820.2339358734366
06037300800,5320.76425688906,2673.936609763394
06037300901,4631.899079424288,2047.3660379698733
06037300902,1508.5783256752393,717.0265617540622
06037301000,3502.9892251849283,1943.6566704306897
06037301100,4714.212525835672,2478.898549438459
06037301203,3074.229091920075,1675.2641137768173
06037301204,3000.4090489342393,1938.369771910966
06037301205,1486.1796878402172,686.4395663773656
06037301206,3327.6996657809436,1728.0531697850315
06037301300,1536.5853104640341,672.9077562906673
06037301400,2930.3841863363145,1251.646550545679
06037301501,1285.3593051514733,506.6417940641393
06037301502,4093.8739166327773,2111.255922186229
06037301601,3117.578204011271,1727.0920344678104
06037301602,2794.886261172817,1559.857904131738
06037301701,2001.4637838495273,1000.8414620102459
06037301702,3819.9546973563824,1898.963001954816
06037301801,3305.658166485577,2051.8304369949406
06037301802,2814.2165125320203,1726.5441680771173
06037301900,5007.408940272478,2983.160273642246
06037302002,1919.1387128419622,1401.4689471860647
06037302003,2144.096931204329,1197.7213084991893
06037302004,2628.8622978741705,1411.0975680161418
06037302102,3803.5862795746675,2179.4159692568214
06037302103,2790.0050008495264,1638.5173266637842
06037302104,2333.877725091028,1327.9103162656315
06037302201,2057.01487861197,1295.1366348004458
06037302202,2598.478872273004,1545.9899594292983
06037302301,2230.7125146904164,1236.0242377805562
06037302302,2733.689009624616,1639.5827877516638
06037302401,3470.5407285525644,2004.7742898802828
06037302503,2106.0034616842263,1183.8975491247231
06037302504,2124.3425426414415,1320.1157065475948
06037302505,2110.2662522935966,1192.2577629462535
06037302506,2091.462641072799,1144.057304394966
06037310100,4410.903886143612,1904.7260589009998
06037310201,3910.110571318183,1905.9785895752302
06037310202,3368.488934926473,1685.5968273634107
06037310300,2306.3645012523,1019.4861716227364
06037310400,2402.2755948670583,1181.5705289262523
06037310501,2354.8179925039753,1265.4095253843914
06037310601,3556.034773000453,2172.169739552487
06037310602,2011.7998391058804,1019.654274822146
06037310701,1346.2483923843056,850.7725484718035
06037310702,4174.5967888147525,2706.582130031888
06037310703,2754.620675596935,1642.2163441856674
06037310800,3215.6682111289915,1734.4370439081647
06037310900,4522.498081528767,2304.086755442235
06037311000,2740.2341185080527,1286.5105798428676
06037311100,3016.8804049501205,1319.800242472488
06037311200,2109.8053538399117,1276.8166070758334
06037311300,2895.8314069316602,1431.5792612926232
06037311400,1737.8082640469797,936.6391312233519
06037311500,4320.813010214235,2285.656897979051
06037311600,5218.780487886915,3283.0294505333786
06037311700,4418.699586459004,2389.499284839584
06037311801,1996.6306023973941,1232.2373906760213
06037311802,2441.3268854753583,1380.2045317356408
06037320100,4780.668715488126,1878.289255616961
06037320201,2420.188819857189,1253.0869303677807
06037320202,3518.4953376797043,1413.6675257174675
06037320300,3718.218740992521,1796.388503302375
06037400204,5111.847742757937,2020.1546651006004
06037400205,2550.7864240004833,881.7916352184634
06037400206,4296.697051029605,1669.3965998788326
06037400207,3858.730879446839,1436.643545256597
06037400302,2211.656150273236,1049.766971099616
06037400304,5252.376025695939,2507.0950291294976
06037400402,2948.379891311112,1274.5190132965088
06037400403,3005.2657327100815,1209.9546111661875
06037400404,3583.863180811342,1364.1413926864634
06037400501,1651.2414787331695,630.489084848017
06037400602,2724.9639946069315,1249.8543907041221
06037400603,3809.5668185663176,1730.3627731322067
06037400604,2211.834438375964,1132.1176519190683
06037400800,2233.696594724676,1084.4103810940912
06037400900,3247.661449355306,1496.60389911983
06037401001,2486.352835764716,982.2364778169458
06037401002,2527.414177278679,1374.6598410312863
06037401101,3581.3210625710244,1880.96519343423
06037401102,2384.4891621677384,1190.534444860881
06037401201,2475.170949393007,952.4598083555325
06037401202,3324.8921208950146,1309.2075651220405
06037401203,3758.6906053559655,1646.23083625468
06037401303,1735.5457833662683,685.5132281303352
06037401304,4616.031993733835,1800.0434356816043
06037401311,4411.210848751032,2030.427386484462
06037401312,3330.4593857314,1717.064828720385
06037401500,3913.526053825302,1804.7386958902673
06037401601,4154.100273285095,2021.6347741840716
06037401602,4365.785501254542,1919.8085884543325
06037401603,2319.2602147564908,1202.8242542281125
06037401701,3304.111172034805,1470.6082457655848
06037401703,2894.4484671705823,1283.2601054889574
06037401704,3902.230856344998,1910.6815353041702
06037401800,5755.198120809188,2571.892868978619
06037401901,224.6911747862459,127.36506482292883
06037401902,3841.220947135114,2386.894033811431
06037402001,2153.2829291763774,1097.147622104711
06037402002,2524.4266165603476,1392.672979040818
06037402101,3077.0007998104293,1054.128733395585
06037402102,2671.4464732301067,1166.3283047366576
06037402200,4356.937152333938,1944.4261631000902
06037402301,3092.3108772395485,1297.9304621231652
06037402303,2079.98888558699,1016.8161271706234
06037402304,1798.6198430594945,835.2723218495887
06037402402,4122.658451751013,1871.1800036660347
06037402403,2436.4488538651963,923.6333713618681
06037402404,10.292586560184942,5.146293280092471
06037402405,1757.9427747160998,665.0300146031841
06037402406,2807.187544280204,1164.7844190511942
06037402501,2608.0297784667237,1166.9813042128765
06037402502,3812.5364345693415,1717.398630560521
06037402600,4399.933389123475,2075.0429113549744
06037402702,2717.201348851028,1443.0880393465338
06037402703,3198.8479705521963,1257.224765637605
06037402705,2305.2672158496616,845.2592860611561
06037402706,2354.2101272678597,930.1459946519172
06037402801,2203.556868318379,1046.5390227437847
06037402803,1649.6721579799444,705.4111988392651
06037402804,2343.903764722605,921.8145132021436
06037402902,3856.55130025761,1460.3388607450197
06037402903,2447.3411669772604,927.6664227600747
06037402904,2266.4791849739872,779.1930325280567
06037403000,4330.095432119164,1468.5315892544586
06037403303,1744.377913792458,696.0706135665262
06037403304,3865.759100670136,1566.0861311454948
06037403305,1734.030934171228,687.0427519357808
06037403312,3732.565631787119,1575.3998602139206
06037403316,4676.106090497969,2279.680817496138
06037403317,3551.480104938581,1384.799819437967
06037403318,4769.061967768286,1922.5480533906918
06037403319,3279.2192273804458,1532.0082297013253
06037403320,3985.875574542885,1533.3990257964585
06037403321,4501.939222935902,1840.0194479474712
06037403322,2763.5462675684134,1163.90932371002
06037403323,3849.0206665154838,1747.93403202094
06037403324,5211.876466422346,2093.0807177933507
06037403325,3720.497846530391,1626.3931428138114
06037403401,3834.2404405941147,1570.6214936524705
06037403402,2503.5196449086156,1031.2945554806174
06037403403,3686.5228781333103,1503.9668268132648
06037403404,2033.0373330230236,744.5091522523662
06037403405,1371.413521599097,511.1121692165099
06037403406,2028.3195154124107,836.08940717498
06037403407,1830.452853101484,684.4071514346804
06037403408,5015.24243762885,1888.3260160755938
06037403500,1436.0444713241109,475.7877321853915
06037403600,5276.280958520994,2083.362833804287
06037403702,2659.2624059669743,1066.2068016683538
06037403703,3419.073536925017,1417.1000373948316
06037403721,3313.753095677183,1486.9267847878427
06037403722,3328.526263923713,1705.7724412510977
06037403801,4239.661524226779,1899.3545042736482
06037403802,4216.533191704894,1904.3211235857327
06037403901,2164.270520469377,886.6393445138344
06037403902,3323.40493261877,1481.3971754426511
06037404000,2890.0333196653883,1204.0940655946392
06037404100,3705.671101321822,1489.8138127123239
06037404201,2074.069626730313,986.9459773698335
06037404202,1910.4350058414755,717.3599131265327
06037404301,3167.0457272042036,1352.8503216223608
06037404302,1449.0586902060697,556.6102953254192
06037404401,2526.892962908367,962.8709503105781
06037404402,2986.255773046869,1104.0860097578588
06037404501,1627.0150169096416,673.86944101704
06037404503,1679.0434263738814,713.4301615701266
06037404504,2664.8620539018543,1219.5205428869692
06037404600,923.4795067917529,359.1595557673491
06037404701,3231.938951370787,1188.5665220784047
06037404702,3166.8282764258197,1390.6205138657724
06037404703,1742.1350601950253,751.6563647590675
06037404801,4787.776865222627,1810.0537147326124
06037404802,2450.6279627229865,1008.7411942440249
06037404803,1050.1293220527534,452.0709866778278
06037404901,3518.274195951387,1317.2726552267043
06037404902,2346.7450334288887,954.1219018628173
06037404903,1737.0683044542438,698.8424737673856
06037405001,3804.721499899037,1332.6058180294624
06037405002,1745.0559017220971,685.0453342358018
06037405101,3064.728301074273,1145.9006080078248
06037405102,2946.11749081871,1255.028623420763
06037405201,3008.41829554574,1374.6661993089156
06037405202,2823.927053372254,1049.5383077778101
06037405203,2031.004334481401,782.197250560079
06037405301,2074.193923169685,936.773487803854
06037405302,3288.36046765987,1444.9454522144467
06037405400,3438.299549845369,1270.7825647173772
06037405500,4371.9567016738165,1800.5064793625008
06037405600,4062.789283161487,1505.8638076422676
06037405701,2748.8967978235487,1097.4626305508618
06037405702,3554.96428567704,1460.1843068920032
06037405800,4031.729033050525,1645.894733579585
06037405900,2549.5691526836886,1155.9139782024142
06037406000,3477.7716378301143,1470.4628232837215
06037406101,2126.0109954828777,1134.3757869832934
06037406102,3874.7400264507414,1955.1550132059415
06037406200,3203.4701520063,1568.8421429231569
06037406300,4270.01976989299,1625.9893697350328
06037406402,1502.2015060126887,556.9806913265078
06037406411,1232.8334419876826,502.6857146103967
06037406412,1650.083611054227,734.4338754144005
06037406500,4523.355222339305,1859.2674084322393
06037406601,3538.18611957253,1317.6731373389102
06037406602,3304.784675782764,1201.4146402212061
06037406701,2202.417311946034,850.1098355469328
06037406702,3977.657521814051,1705.4468913423646
06037406800,3475.7482103409016,1220.3267479426913
06037406901,2884.166268126025,1091.95733981187
06037406902,2236.288052423686,822.7354482744813
06037407001,3560.3590920177626,1234.0214363584744
06037407002,2038.6944223052458,705.6068745675024
06037407101,2629.642602806957,1162.6838157317543
06037407102,3481.3562725355982,1242.6445972473623
06037407200,3998.0393888255703,1566.183656142122
06037407301,2697.2682316140326,1037.44167205619
06037407302,2188.6145133896507,756.4624374460863
06037407400,1418.8933271530018,524.851805263094
06037407501,2640.094046913925,1034.5634560342544
06037407502,2501.760014257817,847.4409198034311
06037407601,2429.9416761052635,1075.9581522518115
06037407602,2408.1924314577336,906.7600810225441
06037407701,2299.9236692931577,1039.9111030483525
06037407702,3955.1672949144468,1583.0503673855164
06037407801,3145.0445111997974,1063.093554567152
06037407802,2073.9958092234524,753.294938509486
06037407900,4357.517613639881,1525.1848737996957
06037408003,2923.5569809929734,1174.2120912762198
06037408004,1682.407472377447,821.6833475178514
06037408005,3430.5772186682293,1532.5107091312484
06037408006,2131.2660602425235,952.2110728500347
06037408133,3117.570203136578,1467.856619726084
06037408134,2006.8297082197328,735.1020593995175
06037408135,2629.3837939867935,1129.6477061630153
06037408136,2678.123604779583,970.7197820205902
06037408137,2812.11212870054,1314.605978797728
06037408138,2942.259360560412,1196.8963307577785
06037408139,2291.9740180573976,813.6483791826058
06037408140,2074.4851932698407,729.0325954557876
06037408141,3104.152791749058,1127.5640295457586
06037408202,1086.0443806823982,468.5883842166899
06037408211,3938.8900684057753,1762.5831873099453
06037408212,3141.0317288809665,1327.9620166587558
06037408301,3444.9388847968166,1178.7325813481384
06037408302,2817.141738503057,1068.6003934456005
06037408303,3023.123473103492,1184.1706123049337
06037408401,3117.3863810445278,1210.1000599315596
06037408402,4661.293020718324,1838.5887594429232
06037408501,1899.6798333239217,784.3836378716438
06037408503,5486.874600486061,1939.8936097293945
06037408504,3652.1012180333537,1509.9325714088213
06037408505,2035.3625562177356,754.3173318592409
06037408623,2019.1316454429077,927.2850895292938
06037408624,2223.087326774278,935.0151486878398
06037408625,3109.909070461463,1314.6201350981573
06037408626,2866.1581031040328,1238.4836106238085
06037408627,2481.2185446671942,900.4681941798543
06037408628,3829.79638733013,1774.200610285416
06037408629,2261.971251511813,889.4787022017928
06037408630,1538.7780374577505,531.7574475589431
06037408631,3253.380623202844,1369.3420982840612
06037408703,4945.701346065844,1866.5160626784711
06037408704,2049.5147583571093,937.6048533312851
06037408705,3521.5995568122426,1538.21989840659
06037408706,1238.928468806676,472.3493947173549
06037408722,3171.1813376749296,1173.4885807000842
06037408723,1994.919947719616,803.8503549995413
06037408724,2644.209635287452,1474.6718581245577
06037408800,2426.8602472180123,1379.0384945820742
06037430002,4101.648634661521,2185.950912201391
06037430003,3873.3763652211837,1565.5797455572408
06037430101,3085.094791498685,1567.742687170946
06037430102,3015.635490135504,1126.5909889890822
06037430200,868.9714003257337,344.3254336195474
06037430301,3580.008511670046,1471.213752128303
06037430302,4080.8124306033033,2097.506397643542
06037430400,3398.8150503718075,1412.7830095787067
06037430501,3428.034377121849,1584.4666790623835
06037430502,5211.869895498878,2858.027330846004
06037430600,3466.8093730652295,1387.966140932859
06037430701,3911.5251695783722,1822.7438181112432
06037430721,2253.237464923458,1273.512591311742
06037430723,2626.940977271497,1537.929364140978
06037430724,3035.2762350059224,1751.168094173944
06037430801,4673.936762588868,2338.425667347231
06037430802,3052.6719233827534,1334.8346823839897
06037430803,4267.295668802682,1781.6689472453343
06037430901,2404.7376255640515,1364.6086592417585
06037430902,3158.5783763079853,1502.9319201924595
06037431001,4862.794334520562,2592.639672692835
06037431002,2301.598618277878,1143.0540414014943
06037431100,4441.307359281629,1991.1250266487518
06037431200,3834.889326608366,1419.0233450748144
06037431300,2047.7121342148876,849.9499123679183
06037431400,2860.5763735580426,1240.7861958335352
06037431501,3176.7076728306615,1595.2880900752243
06037431502,2960.8783850537498,1409.983281823912
06037431600,3019.21025325297,1256.8797662556033
06037431700,4448.367941770609,1905.8321136149962
06037431800,3721.051411976678,1767.5119174885765
06037431900,2923.16382452586,1380.6745088567277
06037432000,4651.0779000231805,2238.296278254109
06037432101,2933.233419478267,1353.9302665736159
06037432102,4007.6072743698414,1700.602742375115
06037432201,2737.480700377858,1139.9173877276078
06037432202,2358.0139472260857,1113.9281367257379
06037432300,2536.0732009030626,1109.338338808106
06037432401,2127.557044686584,967.356820578918
06037432402,3540.2704291520245,1574.7954311148462
06037432500,5317.809031658998,2242.907467218923
06037432601,4213.314722924649,1701.628269069623
06037432602,2798.9840154939257,1104.949716343851
06037432700,2884.243782544706,1330.9102041678889
06037432801,1183.5527014763,602.5866363525831
06037432802,2323.209742653596,1264.7297303121948
06037432901,2430.463442300556,1101.2166071949632
06037432902,2098.5026201766623,841.985483655062
06037433101,1593.3827926266083,638.2808377623451
06037433102,2986.4043559045904,1262.4592563552155
06037433200,3146.8332471168032,1504.1576798252624
06037433302,742.0138810520226,384.59806739917786
06037433304,2406.174626790467,1225.3085939590253
06037433305,2413.7210451523747,1205.938918144893
06037433306,1829.262331827403,791.8338648641949
06037433307,1835.348964832055,879.368613299884
06037433401,1715.137321861534,730.1570350846685
06037433402,2107.1532560898813,1105.9862453829383
06037433403,2364.8715802295014,1250.0244161773362
06037433501,1169.087975558817,574.4321923295861
06037433503,1693.3449024534048,690.7687547320904
06037433504,1980.5336065498457,916.4829492522867
06037433601,3034.8750020722173,1285.3860349997256
06037433602,1590.6323674903454,675.2283213769321
06037433700,2156.5031893729765,882.6791748798552
06037433801,3062.1478409711444,1398.1832464270635
06037433802,2180.1240461473612,896.1271789717783
06037433901,2582.4245764425887,1284.7771729398592
06037433902,1762.227815982793,778.1194296892916
06037434001,2414.5888763279668,981.5758386125788
06037434003,2424.1575969760156,948.0931242395203
06037434004,1808.0962413148616,710.978876790935
06037460000,3456.47690881556,1528.9765611085932
06037460100,4841.071691036795,2239.0093831988393
06037460200,4139.304305404174,1938.3491297756725
06037460301,3342.171606270572,1523.7214736934357
06037460302,2976.3827124391214,1354.2001582775617
06037460401,683.6996501135193,309.59112034893644
06037460501,4302.304379398005,1621.6531318951616
06037460502,3001.261615380459,1266.8040639206681
06037460600,3334.3266049856793,1342.4005710511376
06037460700,3450.4128151938075,1443.5908455865397
06037460800,2432.2366155078844,1108.5363278141185
06037460900,4173.827305941935,1936.2711627798444
06037461000,3793.4511010398282,1591.325837321964
06037461100,3359.54933427351,1760.4032686363853
06037461200,3765.175637270761,1619.5225755854206
06037461300,4506.3826456988845,2233.1136004808195
06037461400,2005.164202332317,1137.9561518841513
06037461501,2370.425657230362,1115.231320228888
06037461502,2677.2282624061895,1248.2929790495457
06037461600,3269.5302385307677,1600.3130109558276
06037461700,1161.613800473125,625.6895359518085
06037461901,2531.0548904349425,1327.3534093779074
06037461902,1147.9993420180774,807.7358265570982
06037462001,1926.1075220551822,1023.6626604155146
06037462002,1797.6408971339044,899.704261351694
06037462100,3118.592019606368,1626.873825953135
06037462201,1975.5654471517428,1346.1505911807465
06037462202,1568.0853715961935,1165.8259046331052
06037462301,2975.7949933744294,1680.843597538615
06037462302,2165.206685821369,1399.689418420902
06037462400,2856.206284524168,1536.9428584869552
06037462500,4039.6487694273,2069.06175796198
06037462600,1546.2959844600398,789.0015607613379
06037462700,3716.3690806993513,1909.5215684961588
06037462800,1804.8704336147102,953.6197394372829
06037462900,2754.5885670922617,1313.5086157352155
06037463000,1820.2929981187237,992.4927066209577
06037463101,1557.1238569337752,775.6247931664542
06037463102,2572.2526362133362,1093.7388591526835
06037463200,2636.0231998261793,1363.090880446473
06037463300,1577.7216299966776,838.3769256716648
06037463400,4210.919586038284,2359.46709830702
06037463500,3510.643302049798,2213.8634908033696
06037463601,3988.130243780581,2922.9822393462987
06037463602,3707.724124170714,2502.9088176646783
06037463700,2353.467741218757,1463.4061315275148
06037463800,3015.7763011469588,1529.4168651989107
06037463900,2394.3233791647635,1426.1072942725357
06037464000,4035.0179780942735,2449.43601765006
06037464100,5417.306577721323,2254.0144653235534
06037464200,4596.325309106328,1986.4865670483555
06037480002,2442.3960543859803,1041.9776574745079
06037480011,3023.7597915778947,1708.6704903649493
06037480012,3179.108490245047,1580.3852866308027
06037480101,2544.3968351554017,1211.2113231916915
06037480102,3128.10429655087,1381.042775379512
06037480201,2549.4102004536962,1184.9899934133384
06037480202,1588.297198474353,791.8549940175178
06037480302,3255.5252158085254,1577.831018455985
06037480303,2460.5527115669415,1369.869349249435
06037480304,2697.503186262346,1609.3704055026599
06037480400,3812.9250086196585,2104.388093351061
06037480500,3806.401431873084,1935.094315277929
06037480600,5178.681428036946,3041.5007371250263
06037480702,3159.620667110918,1494.3758997198163
06037480703,2251.789747474853,1154.9960677670176
06037480704,3017.037242312369,1658.4259474063851
06037480802,2189.0838924718737,988.7849425161861
06037480803,2552.2656103171416,1239.7788568353328
06037480804,2962.925619713364,1600.4782500501751
06037480901,3324.6430427222463,1635.1954497663965
06037480902,2392.884831218166,1289.277724576514
06037480903,1720.8658300103405,899.3713835495124
06037481001,2251.9824225274624,1238.256671784586
06037481002,3594.905565783833,1990.323656640226
06037481101,2889.512001144977,1380.70227600457
06037481102,2442.3738356566832,1379.2026704237728
06037481103,2962.96788406891,1345.0992146788935
06037481201,2558.649949403169,1129.6837862396476
06037481202,4127.8894622899725,1894.135207590301
06037481300,2124.345568814128,818.3768793908797
06037481401,3570.33136418642,1700.566825183482
06037481402,4186.162274561796,1913.8784327725264
06037481500,2951.2168721106127,1491.2164182846402
06037481603,2249.9522076823578,1137.4288099464816
06037481604,2182.02607409286,1252.064983616947
06037481605,1939.3744498342198,1023.9657095020094
06037481606,3029.3676948378065,1527.6943319231218
06037481711,2197.4247820035976,1231.0820522112208
06037481712,3031.3607918227663,1491.8167558266755
06037481713,1707.4165176033803,817.9601671078034
06037481714,1374.5489537020835,757.2273450253588
06037481800,1689.7441703006014,831.0302574047595
06037481901,4089.7242160055243,1868.1915934813992
06037481902,2111.2638625730933,1056.287912520029
06037482001,2012.2016288637515,901.6236359150419
06037482002,4693.942572198255,2383.035344216708
06037482101,2831.9469825724564,1359.4015602675297
06037482102,2164.574274795569,888.8161550296406
06037482201,2428.175624731155,1100.8451996814815
06037482202,2965.2959586147103,1446.0155653970314
06037482301,2722.18066882763,1258.7918412274457
06037482303,3089.712676159036,1460.033932543541
06037482304,1473.1079745751947,701.6235641298135
06037482401,2228.1751180680035,965.833965991835
06037482402,4364.304186235672,2138.4985446792116
06037482502,1981.8745279316652,837.2509189112084
06037482503,2272.4568468543334,1014.3218022204138
06037482521,3499.734538434535,1455.210971625118
06037482522,2978.89628480676,1503.5819423593584
06037482600,4502.993384859828,2178.9231490840016
06037482701,2687.257988962321,1215.9634259651486
06037482702,1617.8009217281062,735.7319786629785
06037482800,2731.094640979066,1265.5283433411923
06037500100,3731.943059940668,1422.0604800655515
06037500201,5481.747681915631,2170.6463637378397
06037500202,3683.29910939195,1377.9700197124232
06037500300,2490.267634847202,1081.03969245943
06037500402,2676.08375208335,1155.8306871827049
06037500403,2702.076728215984,1036.3048354909324
06037500404,3356.792506310113,1358.5475777737179
06037500500,1781.112942502298,860.9281218771617
06037500600,2995.5212508651553,1210.5184237324763
06037500700,4612.4414401770255,1724.519440193225
06037500800,3271.2785105211137,1271.6041900749499
06037500900,3418.9784504422582,1485.032732153795
06037501001,1941.6672863251304,756.3070360315141
06037501002,3616.999895379508,1428.505222551321
06037501200,3423.2569336298793,1461.2607828612054
06037501300,5403.079168916254,2320.501663235137
06037501400,2261.832777158676,1094.097427844038
06037501501,1794.2636387924179,824.1328161914114
06037501503,3346.501652487703,1774.4502376813023
06037501504,1921.6613496612056,1179.3462419531313
06037501600,4635.401411821122,2187.393434268608
06037501700,2706.7573713101847,1138.0615835823241
06037501802,2103.471003593728,1069.6769572524217
06037501803,2203.1856901094743,1342.8369723531719
06037501804,1082.4031550287054,592.8371938273351
06037501900,3196.7491816326337,1243.2034716245014
06037502003,1671.5552965288186,753.7245882868565
06037502004,2391.075262118418,990.2429998168681
06037502005,2755.5331498102796,1250.7388087156962
06037502100,3169.6723426280696,1526.9415401173962
06037502200,4156.667396166282,1807.389288909727
06037502301,3595.9603751853124,1397.9009586797292
06037502302,1317.1790130011136,698.8876564521586
06037502401,3079.637420153921,1185.6957432180207
06037502402,2571.2338865139072,969.6517746221701
06037502500,2409.4270836973647,1093.8167784141772
06037502601,4439.399812371724,1833.008998139658
06037502602,2939.292594704194,1281.8271876390854
06037502700,4804.340514896358,1836.7683658969
06037502801,4215.8615720268845,1680.457372576652
06037502802,1868.1752611017266,1105.1013652875033
06037502901,3632.0621481015046,1407.9064144433914
06037502902,2353.1116269825857,975.177466780362
06037503000,3097.5168811342473,1230.529595112703
06037503103,2892.74526220807,1103.0350786954632
06037503104,1499.0190058065668,630.6584786024233
06037503105,2215.5405262079407,1008.4339908130269
06037503106,2512.8711824398683,1019.1885318657044
06037503201,2638.302305350295,1073.9633726079257
06037503202,2818.6883887045574,1197.5709513357817
06037503301,2456.0969977426753,963.4619612792358
06037503302,4020.2144690627465,1845.1045317330538
06037503401,4531.870964110935,2139.010744134024
06037503402,2917.6933635604337,1308.6256825508904
06037503501,4187.8001856949695,1961.3279835589396
06037503502,3111.058067436506,1212.3137127628306
06037503601,2986.346171746544,1204.7517652849517
06037503602,3068.2356743754926,1159.8336396736258
06037503701,3223.0727864931873,1580.5573298370803
06037503702,3760.5322327886693,1730.5716829367932
06037503703,5898.188951117774,2509.995368594473
06037503801,2833.548871282646,1148.2386747799283
06037503802,3710.717535153493,1568.4837110684489
06037503901,2056.672440286687,807.4541345029287
06037503902,3605.2835507459704,1339.3651436584223
06037504001,2301.1608285086577,929.2401344843007
06037504002,3551.069526493029,1431.8516488264042
06037504101,3052.5562527799907,1277.831761987368
06037504102,19.212323042325153,9.606161521162576
06037530003,2213.5713730754096,935.78575400551
06037530004,2167.158754001799,1090.6050076224885
06037530005,2907.031003029869,1251.7650332167486
06037530006,2497.861575810233,1373.5010605460209
06037530101,2475.465370277854,1461.9163423656473
06037530102,2906.7940949613658,1364.5440278197532
06037530202,2543.4735599986916,1106.8176543625261
06037530203,1579.971445678508,939.4035264652478
06037530204,2151.0036658806375,1065.3324954952338
06037530301,1078.4425067080317,564.1240615386689
06037530302,3719.8505231183717,1829.4828275602902
06037530400,2113.9114396659843,1065.5605750447187
06037530500,1948.2190392643354,929.8007708774143
06037530601,1720.06779770996,818.7555583866178
06037530602,944.577746399314,413.90649546434713
06037530700,1159.7129261933185,538.5407369284663
06037530801,2795.29623495527,1412.3628622006738
06037530802,1846.84590684357,890.5815009577452
06037530901,1643.3597784076935,881.7939142699223
06037530902,1799.4139402420592,904.9687839376151
06037531000,2122.457926273518,1187.483906445181
06037531101,2102.9482893462573,1132.744946208146
06037531102,1418.892739314392,799.3773236799664
06037531201,2436.8556361051,1211.7086511311104
06037531202,2100.994453941081,1122.074843414592
06037531301,2122.332497302941,1094.1113169927708
06037531302,2659.0175309483443,1341.6292937661804
06037531502,1554.7285926886366,753.6106530854493
06037531503,1308.1811079602871,678.3852280719777
06037531504,2245.802503775751,924.3369844191861
06037531602,1994.4101228541767,974.9871739870912
06037531603,1736.0917614573189,842.7250929982639
06037531604,1677.7949739900616,802.6547527764747
06037531701,2509.442693402315,1278.5785263795995
06037531702,2226.043572255237,1192.154824561295
06037531800,2183.2776986665845,1183.9712548497812
06037531901,3202.9936493236582,1557.1262794765098
06037531902,2446.3034448001595,1120.9924924374893
06037532001,1656.079675796293,932.0212446451625
06037532002,1866.1346289752598,895.7515147060822
06037532101,3344.5534499215555,1695.1322547125235
06037532102,2539.65636549157,1012.2053907712592
06037532200,3732.479677529991,1661.5623191971777
06037532302,2567.11937987755,1109.066045363443
06037532303,2731.707715708753,1278.0579318555845
06037532304,1830.7894521449784,939.7477394378487
06037532400,29.558603668492896,17.315304481548413
06037532500,2095.656453481221,1052.8087151010577
06037532603,1493.8155907517914,710.8176719301722
06037532604,1130.0521055033412,586.0299172058716
06037532605,1230.0269787508275,780.5145677414206
06037532606,1891.8498104047153,1111.037575367929
06037532700,1351.1001900846718,666.0500798797781
06037532800,1903.3554979706216,897.5701579994721
06037532900,2873.6545636096175,1450.2818275467584
06037533001,1872.7091057906412,928.4216442529203
06037533002,1201.5797086949658,579.6938787132815
06037533103,1251.8886302997046,640.2709637296265
06037533104,1588.6261214328672,977.3605251039543
06037533105,1195.2494090775267,625.3476540190462
06037533106,660.1367018833672,381.7781438469714
06037533107,1552.7421696675767,865.1882280224677
06037533201,1240.9091265131954,649.7293726453138
06037533202,1638.7909490830193,644.5917079026523
06037533203,855.8787752995837,401.182822554194
06037533300,1367.0639005539713,803.2640367539443
06037533401,2506.538476134141,1199.1547076918487
06037533402,1995.5644117888946,968.8354718018385
06037533403,1412.4807834566634,654.6564232064711
06037533501,1580.6200577744637,676.207042658348
06037533502,1014.9174337957813,454.54685640695425
06037533503,835.4240532732283,428.9010352261623
06037533601,2206.3707984760117,1106.6507707271783
06037533602,2582.009307043655,1371.9551907881266
06037533603,3333.415414908672,1620.6650651124849
06037533701,1364.3058409000619,783.8304218237522
06037533702,1698.5975569666027,850.7405257772278
06037533703,2442.858124691443,1061.9529930806623
06037533803,3257.9971620052706,1587.7351669526915
06037533804,2358.8772106964643,1159.1233250516032
06037533805,1751.9386038777125,866.7325470734744
06037533806,1911.8748098693954,866.6783758141364
06037533901,3299.9424667779645,1469.8339707293483
06037533902,2104.6301287812025,973.9189900823083
06037534001,2651.3522979062886,1227.4640970722446
06037534002,2234.3923285300684,963.9530227793474
06037534101,1247.8802653323899,523.0063286852143
06037534102,2776.4875747222086,1390.8391667215742
06037534201,1868.3943337244627,966.6654773300503
06037534202,2518.271442680912,1180.259026870372
06037534203,1433.5103589546886,735.7705478258671
06037534301,2072.414069165528,1072.4683496205018
06037534302,1730.9211351985252,835.1175860318167
06037534403,1391.3036316838095,716.074891505841
06037534404,1866.3041487080543,944.4558360208869
